,PaperID,Title,FieldsOfStudy,FieldsOfStudy_s2,Journal
4684,f594d0e9f6fab3472f9a2f7530ccd63625446070,Gender differences in brain networks during verbal Sternberg tasks: A simultaneous near‐infrared spectroscopy and electro‐encephalography study,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Biophotonics', 'volume': '11'}"
4685,abe9961920a9f5bffbffa7c2383f381e438c5fba,Gender differences in socially responsible consumption. An experimental investigation,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Applied Economics', 'pages': '3630 - 3643', 'volume': '50'}"
4686,10e7fddad82700d6543df52ad08cdbe4a78ac344,Gender differences in Chinese-English press conference interpreting,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]","{'name': 'Perspectives', 'pages': '117 - 134', 'volume': '26'}"
4687,7da61c2569577f938d435b6f9a7a548414cdb0b3,Gender-Related Differences in Credit Use and Credit Scores,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'FEDS Notes'}
4688,59fb03a49cb2b10f8d23edbdc36b257aec3c22f7,What Explains the Gender Gap Reversal in Educational Attainment?,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Women & International Relations eJournal'}
4689,309042dbc6487b3bb454b7470ea1fbadbb69be10,Gender differences in egalitarian behavior and attitudes in early childhood.,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Developmental science', 'pages': '\n          e12750\n        ', 'volume': '22 2'}"
4690,9ca8fbacc2cf9be11b2344f1404e07ee263a2b9c,Surgical gender gap: a curriculum concordance and career vector perspective,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Postgraduate Medical Journal', 'pages': '483 - 488', 'volume': '94'}"
4691,94f15e154aa0efff403d4812a7bf3516e73d91d6,Evaluating gender difference on algorithmic problems using eye-tracker,"['Psychology', 'Computer Science']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",{'name': 'Proceedings of the 2018 ACM Symposium on Eye Tracking Research & Applications'}
4692,767cbc7fec79300c675e4615eacb6717a96e09d0,Gender Differences among Elderly Patients with Primary Percutaneous Coronary Intervention,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Aging and Disease', 'pages': '852 - 860', 'volume': '9'}"
4693,161c5b6799155e8b1e658742584c458b2a92d972,Gender differences in hemostatic and inflammatory factors in patients with acute coronary syndromes: a pilot study.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Journal of physiology and pharmacology : an official journal of the Polish Physiological Society', 'pages': '\n          91-98\n        ', 'volume': '69 1'}"
4694,f358d09787341edf48525d0fb12bcfca7c850af8,The evolution of gender gaps in numeracy and literacy between childhood and adulthood,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]",{'name': 'OECD Education Working Papers'}
4695,a9ec51a90d9a6b0aff465f1e36b0020e6298f59d,Mothers’ Emotional Expression and Discipline and Preschoolers’ Emotional Regulation Strategies: Gender Differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Child and Family Studies', 'pages': '3709-3716', 'volume': '27'}"
4696,1371314716728400f2fdb9baf2bc925de5b568c7,How legislative gender quotas affect the gender gap in campaign spending: an analysis of the federal and regional elections in Belgium,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Journal of Elections, Public Opinion and Parties', 'pages': '41 - 60', 'volume': '29'}"
4697,eb6fd11ac1e7a206fcc6a22185ebe4cef4e852ba,Gender differences in the psychophysiological effects induced by VOCs emitted from Japanese cedar (Cryptomeria japonica),"['Environmental Science', 'Medicine']","[{'category': 'Environmental Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Environmental Health and Preventive Medicine', 'volume': '23'}"
4698,a51598264c3dafaf976655a3c86cc1abe785780e,Is There a Gender Difference in Cyber-Victimization?: A Meta-Analysis,"['Psychology', 'Computer Science']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Media Psychology: Theories, Methods, and Applications', 'pages': '125–138', 'volume': '30'}"
4699,0d84f10354d194ffc07952e0822884521e98e505,Are 2-Year Colleges the Key? Institutional Variation and the Gender Gap in Undergraduate STEM Degrees,,"[{'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'The Journal of Higher Education', 'pages': '181 - 209', 'volume': '90'}"
4700,e23a4df422df7a174daa2722e563404bd29e247a,Gender differences in the relationship between alcohol consumption and insomnia in the northern Chinese population,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'PLoS ONE', 'volume': '13'}"
4701,260692f5adaf7ef79887ae6a9a36f8330dc78a13,Can simple advice eliminate the gender gap in willingness to compete?,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'AEA Randomized Controlled Trials'}
4702,11580a46bbc0a825727df7d49b095accca993517,Gender difference in the association and presentation of visual hallucinations in dementia with Lewy bodies: a cross‐sectional study,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'International Journal of Geriatric Psychiatry', 'pages': '193 - 199', 'volume': '33'}"
4703,55abbbc02b14fa4eca1eda6c1a6afa4a85dc5e52,Gender and Race Differences in Faculty Assessment of Tenure Clarity: The Influence of Departmental Relationships and Practices,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Sociology of Race and Ethnicity', 'pages': '244 - 260', 'volume': '5'}"
4704,d3f42963550193205f0492806cb8dbb9dc4684ea,Gender Differences within the Psychosis Spectrum,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '1186-1195', 'volume': '8'}"
4705,e8726d21b671fcd6726d06fe25e4cc010898db4c,Decomposing international gender test score differences,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Journal for Labour Market Research', 'volume': '52'}"
4706,40cecf0b6a5e9b90b82303de30c804ae33521dab,Antecedents of gender gap in workforce participation: A phenomenology of psychologists and medical doctors in urban Pakistan,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Human Behavior in the Social Environment', 'pages': '282 - 299', 'volume': '29'}"
4707,bae91f7a8d11c6fcb543d5e1f39b2901461b125f,Gender Differences in Intimate Partner Violence: A Predictive Analysis of IPV by Child Abuse and Domestic Violence Exposure During Early Childhood,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Violence Against Women', 'pages': '903 - 924', 'volume': '25'}"
4708,284202ed3da2aed6aea317e47c0942d9ad1f469c,The Gender Gap in Executive Promotions,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Corporate Finance: Governance'}
4709,051d829f28f558d303471744d6c54e7fb75afb5d,Protective Effect of PACAP on Ischemia/Reperfusion-Induced Kidney Injury of Male and Female Rats: Gender Differences,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Journal of Molecular Neuroscience', 'pages': '1-12', 'volume': ''}"
4710,50f207f9edcadac618df3a43406e6aacd9a5e84d,Gender differences in the protective effects of green tea against amnestic mild cognitive impairment in the elderly Han population,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Neuropsychiatric Disease and Treatment', 'pages': '1795 - 1801', 'volume': '14'}"
4711,aaabf99ca4213b37153862bdb1d20c2db4616038,Validation of the Sexual Inhibition and Sexual Excitation Scales (SIS/SES) in Portugal: Assessing Gender Differences and Predictors of Sexual Functioning,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Archives of Sexual Behavior', 'pages': '1721-1732', 'volume': '47'}"
4712,38aa69cba24211872432388099b74a313b233e72,Simulation-based mastery learning significantly reduces gender differences on the Fundamentals of Endoscopic Surgery performance exam,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Surgical Endoscopy', 'pages': '5006-5011', 'volume': '32'}"
4713,2f5d48c6fb6809f3664d72c9d7a19a80959ef62a,"Labor Market Context, Economic Development, and Family Policy Arrangements: Explaining the Gender Gap in Employment in Central and Eastern Europe",['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Social Forces', 'pages': '1275 - 1302', 'volume': '96'}"
4714,70f39d4838eb6bcc790613774e4812226b29e838,Gender Differences and Work-Family Conflicts among Emergency Physicians with Intention to Leave,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Emergency Medicine International', 'volume': '2018'}"
4715,96d255f7dc556a2390e957f47f073837307ce5be,The context of choice as boundary condition for gender differences in brand choice considerations,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'European Journal of Marketing', 'pages': '1280-1304', 'volume': '52'}"
4716,aee800ba8e7732e475481afd63d28d98c0fa309a,Gender differences in sleep habits and quality and daytime sleepiness in elementary and high school teachers,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Chronobiology International', 'pages': '486 - 498', 'volume': '35'}"
4717,da044a27781b5bc6c1ed1ff5e56ce172a92949ee,Gender differences among Veterans with alcohol use disorder nationally in the Veterans Health Administration,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Addictive Diseases', 'pages': '185 - 194', 'volume': '37'}"
4718,57368c1bdf07a5bb580d77069bdbda29c2f5a115,Early Adolescents’ Adjustment at School: A Fresh Look at Grade and Gender Differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'The Journal of Early Adolescence', 'pages': '689 - 716', 'volume': '39'}"
4719,90f47a72604c1d730815a4be10e19a07fc41984e,The gender gap in firm productivity in Rwanda: Evidence from establishment and household enterprise data,['Business'],"[{'category': 'Business', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'WIDER Working Paper'}
4720,9bf47aa240b1ffe209e9b7389cdba4d060f60c5c,The gender pay gap at labour market entrance: Evidence from Germany,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'International Labour Review', 'pages': '83-100', 'volume': '157'}"
4721,6c06f4c74a75e836c18f21c02c1b44524723d322,Long Working Hours and Job Quality in Europe: Gender and Welfare State Differences,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}]","{'name': 'International Journal of Environmental Research and Public Health', 'volume': '15'}"
4722,a864f5ff5a642810b571c08c74c0e53fe8e47058,Dimensions of social and personal skills in children and adolescents : age and gender differences,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '', 'pages': '18394-18400', 'volume': ''}"
4723,3cdc3b100e9dcc378a2af81fa432a3edaab6be73,Gender Difference in the Association Between Executive Function and Autistic Traits in Typically Developing Children,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Autism and Developmental Disorders', 'pages': '1182-1192', 'volume': '49'}"
4724,c14c3740af14b39cbf8265c934a74d5f5e1588bc,"Reducing nitrogen footprints of consumer-level food loss and protein overconsumption in Japan, considering gender and age differences","['Environmental Science', 'Physics']","[{'category': 'Environmental Science', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Agricultural And Food Sciences', 'source': 's2-fos-model'}]","{'name': 'Environmental Research Letters', 'volume': '13'}"
