Title,female,male,authors_nr,female_nr,male_nr,participation_f,participation_m,Title,Year,auhtors_nr_cat,authors_nr_cat
"Gender, culture and language: Evidence from language corpora about the development of cultural differences between English-speaking countries",0.0,1.0,1,0,1,0,1,"Gender, culture and language: Evidence from language corpora about the development of cultural differences between English-speaking countries",2013,1,1
"Gender, difference and urban change: implications for the promotion of well-being?",0.0,1.0,3,0,3,0,1,"Gender, difference and urban change: implications for the promotion of well-being?",2013,3,3
"Gender, education and trade policy preference : do traditional gender biases in higher education lead to gender deviation on assessments of international trade?",0.0,1.0,1,0,1,0,1,"Gender, education and trade policy preference : do traditional gender biases in higher education lead to gender deviation on assessments of international trade?",2013,1,1
"Gender, ethnic and regional bias in Endourology during the annual BAUS meeting: An independent 12 years review and analysis",0.67,0.33,3,2,1,1,1,"Gender, ethnic and regional bias in Endourology during the annual BAUS meeting: An independent 12 years review and analysis",2022,3,3
"Gender, genetics, and analgesia: understanding the differences in response to pain relief",0.0,1.0,2,0,2,0,1,"Gender, genetics, and analgesia: understanding the differences in response to pain relief",2018,2,2
"Gender, populist attitudes, and voting: explaining the gender gap in voting for populist radical right and populist radical left parties",0.0,1.0,2,0,2,0,1,"Gender, populist attitudes, and voting: explaining the gender gap in voting for populist radical right and populist radical left parties",2017,2,2
"Gender, poverty, and inequality: a brief history of feminist contributions in the field of international development",1.0,0.0,1,1,0,1,0,"Gender, poverty, and inequality: a brief history of feminist contributions in the field of international development",2015,1,1
"Gender, structural inequality and just governance",0.5,0.5,2,1,1,1,1,"Gender, structural inequality and just governance",2021,2,2
"Gender, the State and a Lifetime of Experience: Understanding Health Inequality among Older Adults in Britain",1.0,0.0,1,1,0,1,0,"Gender, the State and a Lifetime of Experience: Understanding Health Inequality among Older Adults in Britain",2012,1,1
"Gender- and Age-Associated Differences in Bone Marrow Adipose Tissue and Bone Marrow Fat Unsaturation Throughout the Skeleton, Quantified Using Chemical Shift Encoding-Based Water–Fat MRI",0.5,0.5,6,3,3,1,1,"Gender- and Age-Associated Differences in Bone Marrow Adipose Tissue and Bone Marrow Fat Unsaturation Throughout the Skeleton, Quantified Using Chemical Shift Encoding-Based Water–Fat MRI",2022,5-10,5-10
Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations,0.33,0.67,6,2,4,1,1,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations,2016,5-10,5-10
Gender- and Age-Specific Differences in Resting-State Functional Connectivity of the Central Autonomic Network in Adulthood,0.25,0.75,4,1,3,1,1,Gender- and Age-Specific Differences in Resting-State Functional Connectivity of the Central Autonomic Network in Adulthood,2019,4,4
Gender- and Age-Specific Differences in the Association of Hyperuricemia and Hypertension: A Cross-Sectional Study,0.62,0.38,24,15,9,1,1,Gender- and Age-Specific Differences in the Association of Hyperuricemia and Hypertension: A Cross-Sectional Study,2019,>20,>20
Gender- and Age-related Differences in Designing the Characteristics of Stereotypical Virtual Faces,0.0,1.0,2,0,2,0,1,Gender- and Age-related Differences in Designing the Characteristics of Stereotypical Virtual Faces,2018,2,2
Gender- and age-based differences in outcomes of mechanically ventilated ICU patients: a Chinese multicentre retrospective study,0.6,0.4,5,3,2,1,1,Gender- and age-based differences in outcomes of mechanically ventilated ICU patients: a Chinese multicentre retrospective study,2022,5-10,5-10
Gender- and age-bias in CES-D when measuring depression in China: A Rasch analysis,0.0,1.0,2,0,2,0,1,Gender- and age-bias in CES-D when measuring depression in China: A Rasch analysis,2021,2,2
Gender- and register-biased patterns in f0 use: How does prosody contribute to (in)formality in Japanese?,0.5,0.5,2,1,1,1,1,Gender- and register-biased patterns in f0 use: How does prosody contribute to (in)formality in Japanese?,2020,2,2
Gender- inequality in Agrarian sector during the covid-19 pandemic,1.0,0.0,1,1,0,1,0,Gender- inequality in Agrarian sector during the covid-19 pandemic,2022,1,1
Gender-Associated Differences in Pulmonary Rehabilitation Outcomes in People With Chronic Obstructive Pulmonary Disease: A SYSTEMATIC REVIEW,0.8,0.2,5,4,1,1,1,Gender-Associated Differences in Pulmonary Rehabilitation Outcomes in People With Chronic Obstructive Pulmonary Disease: A SYSTEMATIC REVIEW,2014,5-10,5-10
Gender-Associated Genomic Differences in Colorectal Cancer: Clinical Insight from Feminization of Male Cancer Cells,0.33,0.67,6,2,4,1,1,Gender-Associated Genomic Differences in Colorectal Cancer: Clinical Insight from Feminization of Male Cancer Cells,2014,5-10,5-10
"Gender-Based Cerebral Perfusion Differences in 46,034 Functional Neuroimaging Scans",0.2,0.8,5,1,4,1,1,"Gender-Based Cerebral Perfusion Differences in 46,034 Functional Neuroimaging Scans",2017,5-10,5-10
Gender-Based Differences and Barriers in Skin Protection Behaviors in Melanoma Survivors,0.25,0.75,4,1,3,1,1,Gender-Based Differences and Barriers in Skin Protection Behaviors in Melanoma Survivors,2016,4,4
Gender-Based Differences by Age Range in Patients Hospitalized with COVID-19: A Spanish Observational Cohort Study,0.75,0.25,12,9,3,1,1,Gender-Based Differences by Age Range in Patients Hospitalized with COVID-19: A Spanish Observational Cohort Study,2021,11-20,11-20
Gender-Based Differences in Anxiety and Depression Following Acute Myocardial Infarction,0.29,0.71,7,2,5,1,1,Gender-Based Differences in Anxiety and Depression Following Acute Myocardial Infarction,2018,5-10,5-10
Gender-Based Differences in Burnout: Issues Faced by Women Physicians,0.71,0.29,7,5,2,1,1,Gender-Based Differences in Burnout: Issues Faced by Women Physicians,2019,5-10,5-10
Gender-Based Differences in Cardiac Remodeling and ILK Expression after Myocardial Infarction,0.43,0.57,7,3,4,1,1,Gender-Based Differences in Cardiac Remodeling and ILK Expression after Myocardial Infarction,2014,5-10,5-10
Gender-Based Differences in Hakka Complaint Realization,0.0,1.0,1,0,1,0,1,Gender-Based Differences in Hakka Complaint Realization,2013,1,1
Gender-Based Differences in Information Use and Processing among State Legislators,0.5,0.5,2,1,1,1,1,Gender-Based Differences in Information Use and Processing among State Legislators,2019,2,2
Gender-Based Differences in Language Learning Strategies of Science Students,0.0,1.0,1,0,1,0,1,Gender-Based Differences in Language Learning Strategies of Science Students,2012,1,1
Gender-Based Differences in Outcomes After Orbital Atherectomy for the Treatment of De Novo Severely Calcified Coronary Lesions,0.2,0.8,5,1,4,1,1,Gender-Based Differences in Outcomes After Orbital Atherectomy for the Treatment of De Novo Severely Calcified Coronary Lesions,2016,5-10,5-10
Gender-Based Differences in Trunk and Shoulder Biomechanical Changes Caused by Prolonged Repetitive Symmetrical Lifting,0.2,0.8,5,1,4,1,1,Gender-Based Differences in Trunk and Shoulder Biomechanical Changes Caused by Prolonged Repetitive Symmetrical Lifting,2015,5-10,5-10
Gender-Based Differences in a Population-Based Cohort with Celiac Disease: More Alike than Unalike,0.6,0.4,5,3,2,1,1,Gender-Based Differences in a Population-Based Cohort with Celiac Disease: More Alike than Unalike,2017,5-10,5-10
Gender-Based Differences on the Association between Salt-Sensitive Genes and Obesity in Korean Children Aged between 8 and 9 Years,0.83,0.17,6,5,1,1,1,Gender-Based Differences on the Association between Salt-Sensitive Genes and Obesity in Korean Children Aged between 8 and 9 Years,2015,5-10,5-10
Gender-Based Occupational Choices and Family Responsibilities: The Gender Wage Gap in Italy,0.5,0.5,2,1,1,1,1,Gender-Based Occupational Choices and Family Responsibilities: The Gender Wage Gap in Italy,2017,2,2
"Gender-Based Occupational Segregation and Sex Differences in Sensory, Motor, and Spatial Aptitudes",0.5,0.5,2,1,1,1,1,"Gender-Based Occupational Segregation and Sex Differences in Sensory, Motor, and Spatial Aptitudes",2016,2,2
Gender-Based Pay Gaps: Methodological and Policy Issues in University Salary Studies,1.0,0.0,2,2,0,1,0,Gender-Based Pay Gaps: Methodological and Policy Issues in University Salary Studies,2019,2,2
Gender-Based Wage and Occupational Inequality in the New Millenium in Egypt,1.0,0.0,2,2,0,1,0,Gender-Based Wage and Occupational Inequality in the New Millenium in Egypt,2013,2,2
Gender-Bias and Its Impact on the Perceived Professional Success of Exceptionally Talented Women: A Group Decision-Making Study,0.5,0.5,2,1,1,1,1,Gender-Bias and Its Impact on the Perceived Professional Success of Exceptionally Talented Women: A Group Decision-Making Study,2018,2,2
Gender-Bias-Free Parenting for Creativity,1.0,0.0,2,2,0,1,0,Gender-Bias-Free Parenting for Creativity,2020,2,2
Gender-Biased Attitudes and Attributions Among Young Italian Children: Relation to Peer Dyadic Interaction,0.8,0.2,5,4,1,1,1,Gender-Biased Attitudes and Attributions Among Young Italian Children: Relation to Peer Dyadic Interaction,2015,5-10,5-10
Gender-Biased Breastfeeding in Egypt: Examining the Fertility Preference Hypotheses of Jayachandran and Kuziemko (2011),0.0,1.0,1,0,1,0,1,Gender-Biased Breastfeeding in Egypt: Examining the Fertility Preference Hypotheses of Jayachandran and Kuziemko (2011),2015,1,1
Gender-Biased Communication in Physical Education,1.0,0.0,2,2,0,1,0,Gender-Biased Communication in Physical Education,2017,2,2
Gender-Biased English Language in Hip Hop Music,0.0,1.0,1,0,1,0,1,Gender-Biased English Language in Hip Hop Music,2021,1,1
Gender-Biased Expectations of Altruism in Adolescents,0.0,1.0,1,0,1,0,1,Gender-Biased Expectations of Altruism in Adolescents,2018,1,1
Gender-Biased Implementation Support for Novel Ideas: A Theoretical Lens of Judgments of Morality,0.5,0.5,4,2,2,1,1,Gender-Biased Implementation Support for Novel Ideas: A Theoretical Lens of Judgments of Morality,2021,4,4
Gender-Biased In The History Textbooks for XI Grade Students Senior High School,0.5,0.5,2,1,1,1,1,Gender-Biased In The History Textbooks for XI Grade Students Senior High School,2020,2,2
"Gender-Biased Sex Selection in Asia: Motives, Methods, Magnitudes",1.0,0.0,1,1,0,1,0,"Gender-Biased Sex Selection in Asia: Motives, Methods, Magnitudes",2019,1,1
"Gender-Biased Sex Selection in South Korea, India and Vietnam",1.0,0.0,1,1,0,1,0,"Gender-Biased Sex Selection in South Korea, India and Vietnam",2019,1,1
"Gender-Biased Words Marked by Indonesian Suffixes Wan, Wati, and Man: A Socio-Morphological Study",1.0,0.0,1,1,0,1,0,"Gender-Biased Words Marked by Indonesian Suffixes Wan, Wati, and Man: A Socio-Morphological Study",2018,1,1
Gender-Dependent Differences in Plasma Matrix Metalloproteinase-8 Elevated in Pulmonary Tuberculosis,0.2,0.8,5,1,4,1,1,Gender-Dependent Differences in Plasma Matrix Metalloproteinase-8 Elevated in Pulmonary Tuberculosis,2015,5-10,5-10
Gender-Differentiated Parenting Revisited: Meta-Analysis Reveals Very Few Differences in Parental Control of Boys and Girls,1.0,0.0,4,4,0,1,0,Gender-Differentiated Parenting Revisited: Meta-Analysis Reveals Very Few Differences in Parental Control of Boys and Girls,2016,4,4
Gender-Inclusive Design: Sense of Belonging and Bias in Web Interfaces,0.5,0.5,4,2,2,1,1,Gender-Inclusive Design: Sense of Belonging and Bias in Web Interfaces,2018,4,4
"Gender-Math Stereotype, Biased Self-Assessment, and Aspiration in STEM Careers: The Gender Gap among Early Adolescents in China",0.0,1.0,1,0,1,0,1,"Gender-Math Stereotype, Biased Self-Assessment, and Aspiration in STEM Careers: The Gender Gap among Early Adolescents in China",2018,1,1
Gender-Mediated Differences in Vertical Transmission of a Nucleopolyhedrovirus,0.5,0.5,4,2,2,1,1,Gender-Mediated Differences in Vertical Transmission of a Nucleopolyhedrovirus,2013,4,4
