,Title,Year,Author,PublicationType,CitationCount,URL
140397,School Quality and the Gender Gap in Educational Achievement (WP-16-01),2016,David N. Figlio,,40,https://www.semanticscholar.org/paper/53eb6ceb0848dda99faf30a6aec3a2bc6b1f0cb6
140400,School Quality and the Gender Gap in Educational Achievement (WP-16-01),2016,M. Wasserman,,40,https://www.semanticscholar.org/paper/53eb6ceb0848dda99faf30a6aec3a2bc6b1f0cb6
140401,Gender Differences in the ICT Profile of University Students: A Quantitative Analysis’,2016,J. Tondeur,['Review'],40,https://www.semanticscholar.org/paper/7ef5c0f10fd116000d97739a344312022a189b3d
140402,Gender Differences in the ICT Profile of University Students: A Quantitative Analysis’,2016,S. Velde,['Review'],40,https://www.semanticscholar.org/paper/7ef5c0f10fd116000d97739a344312022a189b3d
140404,Gender Differences in the ICT Profile of University Students: A Quantitative Analysis’,2016,M. Houtte,['Review'],40,https://www.semanticscholar.org/paper/7ef5c0f10fd116000d97739a344312022a189b3d
140460,Lumbar disc herniation surgery in children: outcome and gender differences,2016,F. Strömqvist,['JournalArticle'],20,https://www.semanticscholar.org/paper/0678f938931672dae78870e1dd22d82a5ee6874d
140461,Lumbar disc herniation surgery in children: outcome and gender differences,2016,B. Strömqvist,['JournalArticle'],20,https://www.semanticscholar.org/paper/0678f938931672dae78870e1dd22d82a5ee6874d
140463,Lumbar disc herniation surgery in children: outcome and gender differences,2016,P. Gerdhem,['JournalArticle'],20,https://www.semanticscholar.org/paper/0678f938931672dae78870e1dd22d82a5ee6874d
140464,Lumbar disc herniation surgery in children: outcome and gender differences,2016,M. Karlsson,['JournalArticle'],20,https://www.semanticscholar.org/paper/0678f938931672dae78870e1dd22d82a5ee6874d
140800,Psychological Burden and Gender Differences in Methamphetamine-Dependent Individuals in Treatment,2016,J. L. Simpson,['JournalArticle'],39,https://www.semanticscholar.org/paper/9308a48623d199125a660e28cd154c83e6ba4314
140801,Psychological Burden and Gender Differences in Methamphetamine-Dependent Individuals in Treatment,2016,Kathleen M. Grant,['JournalArticle'],39,https://www.semanticscholar.org/paper/9308a48623d199125a660e28cd154c83e6ba4314
140802,Psychological Burden and Gender Differences in Methamphetamine-Dependent Individuals in Treatment,2016,P. M. Daly,['JournalArticle'],39,https://www.semanticscholar.org/paper/9308a48623d199125a660e28cd154c83e6ba4314
140804,Psychological Burden and Gender Differences in Methamphetamine-Dependent Individuals in Treatment,2016,G. Carlo,['JournalArticle'],39,https://www.semanticscholar.org/paper/9308a48623d199125a660e28cd154c83e6ba4314
140805,Psychological Burden and Gender Differences in Methamphetamine-Dependent Individuals in Treatment,2016,R. Bevins,['JournalArticle'],39,https://www.semanticscholar.org/paper/9308a48623d199125a660e28cd154c83e6ba4314
140832,Gender Gap in Personal Bankruptcy Risks: Empirical Evidence from Singapore,2016,T. Sing,,19,https://www.semanticscholar.org/paper/ab96bb738e27f203a70d149da7302a67beeb2a2b
140865,Gender Gaps in PISA Test Scores: The Impact of Social Norms and the Mother’s Transmission of Role Attitudes,2016,Maria D. Molina,,63,https://www.semanticscholar.org/paper/c9d00b313bdb6e3fb853dee72badf9db56b4e235
140872,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,P. Brito-Zéron,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140873,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,J. Sellarés,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140874,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,X. Bosch,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140875,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,F. Hernández,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140876,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,B. Kostov,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140877,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,A. Sisó-Almirall,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140879,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,J. Santos,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140880,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,M. Paradela,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140882,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,J. Ramírez,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140883,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,A. Xaubet,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140884,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,C. Agustí,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140885,"Epidemiologic patterns of disease expression in sarcoidosis: age, gender and ethnicity-related differences.",2016,M. Ramos-Casals,['JournalArticle'],36,https://www.semanticscholar.org/paper/519d6f636982f42d6dcf0677decc1da6594f5acc
140893,Gender differences in outcomes in patients with acute coronary syndrome in the current era: A review,2016,H. Sinclair,"['Review', 'JournalArticle']",36,https://www.semanticscholar.org/paper/8ed112d0775b69338f8e7019d5435da7359bae99
140895,Gender differences in outcomes in patients with acute coronary syndrome in the current era: A review,2016,X. Teoh,"['Review', 'JournalArticle']",36,https://www.semanticscholar.org/paper/8ed112d0775b69338f8e7019d5435da7359bae99
140896,Gender differences in outcomes in patients with acute coronary syndrome in the current era: A review,2016,R. Mehran,"['Review', 'JournalArticle']",36,https://www.semanticscholar.org/paper/8ed112d0775b69338f8e7019d5435da7359bae99
140897,Gender differences in outcomes in patients with acute coronary syndrome in the current era: A review,2016,V. Kunadian,"['Review', 'JournalArticle']",36,https://www.semanticscholar.org/paper/8ed112d0775b69338f8e7019d5435da7359bae99
140907,Gender-related similarities and differences in the body distribution of grape seed flavanols in rats.,2016,M. Margalef,['JournalArticle'],38,https://www.semanticscholar.org/paper/a993bb150f6978a361beeadc48a603e798355df2
140908,Gender-related similarities and differences in the body distribution of grape seed flavanols in rats.,2016,Z. Pons,['JournalArticle'],38,https://www.semanticscholar.org/paper/a993bb150f6978a361beeadc48a603e798355df2
140910,Gender-related similarities and differences in the body distribution of grape seed flavanols in rats.,2016,L. Arola,['JournalArticle'],38,https://www.semanticscholar.org/paper/a993bb150f6978a361beeadc48a603e798355df2
140911,Gender-related similarities and differences in the body distribution of grape seed flavanols in rats.,2016,B. Muguerza,['JournalArticle'],38,https://www.semanticscholar.org/paper/a993bb150f6978a361beeadc48a603e798355df2
140912,Gender-related similarities and differences in the body distribution of grape seed flavanols in rats.,2016,A. Arola-Arnal,['JournalArticle'],38,https://www.semanticscholar.org/paper/a993bb150f6978a361beeadc48a603e798355df2
140941,Magnitude and iMpact Factors oF the gender pay gap in eu countries,2016,J. Leppin,['Review'],37,https://www.semanticscholar.org/paper/c4ad52ab6764507c915346e6c593eb0b0a338de2
140942,Magnitude and iMpact Factors oF the gender pay gap in eu countries,2016,A. Rossen,['Review'],37,https://www.semanticscholar.org/paper/c4ad52ab6764507c915346e6c593eb0b0a338de2
140953,Gender differences in emotional reactions to in vitro fertilization treatment: a systematic review,2016,L. Wu,"['JournalArticle', 'Review']",36,https://www.semanticscholar.org/paper/ac121492f04021c6d3fdd00ec6207c34da5cbe12
140954,Gender differences in emotional reactions to in vitro fertilization treatment: a systematic review,2016,A. Loke,"['JournalArticle', 'Review']",36,https://www.semanticscholar.org/paper/ac121492f04021c6d3fdd00ec6207c34da5cbe12
141022,"Going Back in Time? Gender Differences in Trends and Sources of the Racial Pay Gap, 1970 to 2010",2016,M. Semyonov,['JournalArticle'],64,https://www.semanticscholar.org/paper/47aaeaea4c61b93a54b4cef497c4bee2d79898fc
141191,Examining gender difference in adult‐onset psychosis in Hong Kong,2016,C. Hui,['JournalArticle'],18,https://www.semanticscholar.org/paper/a41eb407d7c9ab64e573c69b1254c584fe87f019
141193,Examining gender difference in adult‐onset psychosis in Hong Kong,2016,W. Chang,['JournalArticle'],18,https://www.semanticscholar.org/paper/a41eb407d7c9ab64e573c69b1254c584fe87f019
141194,Examining gender difference in adult‐onset psychosis in Hong Kong,2016,S. Chan,['JournalArticle'],18,https://www.semanticscholar.org/paper/a41eb407d7c9ab64e573c69b1254c584fe87f019
141196,Examining gender difference in adult‐onset psychosis in Hong Kong,2016,E. Chen,['JournalArticle'],18,https://www.semanticscholar.org/paper/a41eb407d7c9ab64e573c69b1254c584fe87f019
141259,Unpaid Care Work's Interference with Paid Work and the Gender Earnings Gap in China,2016,L. Qi,['Review'],35,https://www.semanticscholar.org/paper/bcd20b034ed755633defbe0341333410ba3d6378
141267,Gender Differences Related to Attitudes Toward Suicide and Suicidal Behavior,2016,R. Thimmaiah,['JournalArticle'],18,https://www.semanticscholar.org/paper/639ffdb41a9e7080f41720e8436ffb19ac378aaf
141269,Gender Differences Related to Attitudes Toward Suicide and Suicidal Behavior,2016,S. Selvi,['JournalArticle'],18,https://www.semanticscholar.org/paper/639ffdb41a9e7080f41720e8436ffb19ac378aaf
141270,Gender Differences Related to Attitudes Toward Suicide and Suicidal Behavior,2016,S. Gandhi,['JournalArticle'],18,https://www.semanticscholar.org/paper/639ffdb41a9e7080f41720e8436ffb19ac378aaf
141272,Gender Differences Related to Attitudes Toward Suicide and Suicidal Behavior,2016,S. Math,['JournalArticle'],18,https://www.semanticscholar.org/paper/639ffdb41a9e7080f41720e8436ffb19ac378aaf
141302,Will I Fit in and Do Well? The Importance of Social Belongingness and Self-Efficacy for Explaining Gender Differences in Interest in STEM and HEED Majors,2016,F. Björklund,['JournalArticle'],135,https://www.semanticscholar.org/paper/e9a574964d932c1a81542c9005fdaebf3ee45213
141346,Gender difference in outcomes following trauma-focused interventions for posttraumatic stress disorder: Systematic review and meta-analysis.,2016,D. Wade,"['Review', 'MetaAnalysis', 'JournalArticle']",59,https://www.semanticscholar.org/paper/1e73834157c252613e5186d4986147395d85bdaf
141347,Gender difference in outcomes following trauma-focused interventions for posttraumatic stress disorder: Systematic review and meta-analysis.,2016,T. Varker,"['Review', 'MetaAnalysis', 'JournalArticle']",59,https://www.semanticscholar.org/paper/1e73834157c252613e5186d4986147395d85bdaf
141348,Gender difference in outcomes following trauma-focused interventions for posttraumatic stress disorder: Systematic review and meta-analysis.,2016,D. Kartal,"['Review', 'MetaAnalysis', 'JournalArticle']",59,https://www.semanticscholar.org/paper/1e73834157c252613e5186d4986147395d85bdaf
141349,Gender difference in outcomes following trauma-focused interventions for posttraumatic stress disorder: Systematic review and meta-analysis.,2016,S. Hetrick,"['Review', 'MetaAnalysis', 'JournalArticle']",59,https://www.semanticscholar.org/paper/1e73834157c252613e5186d4986147395d85bdaf
141351,Gender difference in outcomes following trauma-focused interventions for posttraumatic stress disorder: Systematic review and meta-analysis.,2016,D. Forbes,"['Review', 'MetaAnalysis', 'JournalArticle']",59,https://www.semanticscholar.org/paper/1e73834157c252613e5186d4986147395d85bdaf
141443,Gender Differences in Posttraumatic Stress Disorder and Help Seeking in the U.S. Army.,2016,L. Hourani,"['JournalArticle', 'Review']",34,https://www.semanticscholar.org/paper/21bf6234fbc8bfd53d657bd064028ff6dd1581bf
141445,Gender Differences in Posttraumatic Stress Disorder and Help Seeking in the U.S. Army.,2016,R. Bray,"['JournalArticle', 'Review']",34,https://www.semanticscholar.org/paper/21bf6234fbc8bfd53d657bd064028ff6dd1581bf
141446,Gender Differences in Posttraumatic Stress Disorder and Help Seeking in the U.S. Army.,2016,J. Wilk,"['JournalArticle', 'Review']",34,https://www.semanticscholar.org/paper/21bf6234fbc8bfd53d657bd064028ff6dd1581bf
141447,Gender Differences in Posttraumatic Stress Disorder and Help Seeking in the U.S. Army.,2016,C. Hoge,"['JournalArticle', 'Review']",34,https://www.semanticscholar.org/paper/21bf6234fbc8bfd53d657bd064028ff6dd1581bf
141456,Gender differences in pre-event health status of young patients with acute myocardial infarction: A VIRGO study analysis,2016,R. Dreyer,"['Study', 'JournalArticle', 'ClinicalTrial']",59,https://www.semanticscholar.org/paper/43257f6f4a857e74775787f920c96cea7a862501
141457,Gender differences in pre-event health status of young patients with acute myocardial infarction: A VIRGO study analysis,2016,K. Smolderen,"['Study', 'JournalArticle', 'ClinicalTrial']",59,https://www.semanticscholar.org/paper/43257f6f4a857e74775787f920c96cea7a862501
141458,Gender differences in pre-event health status of young patients with acute myocardial infarction: A VIRGO study analysis,2016,Kelly M. Strait,"['Study', 'JournalArticle', 'ClinicalTrial']",59,https://www.semanticscholar.org/paper/43257f6f4a857e74775787f920c96cea7a862501
141459,Gender differences in pre-event health status of young patients with acute myocardial infarction: A VIRGO study analysis,2016,J. Beltrame,"['Study', 'JournalArticle', 'ClinicalTrial']",59,https://www.semanticscholar.org/paper/43257f6f4a857e74775787f920c96cea7a862501
141460,Gender differences in pre-event health status of young patients with acute myocardial infarction: A VIRGO study analysis,2016,J. Lichtman,"['Study', 'JournalArticle', 'ClinicalTrial']",59,https://www.semanticscholar.org/paper/43257f6f4a857e74775787f920c96cea7a862501
141463,Gender differences in pre-event health status of young patients with acute myocardial infarction: A VIRGO study analysis,2016,H. Bueno,"['Study', 'JournalArticle', 'ClinicalTrial']",59,https://www.semanticscholar.org/paper/43257f6f4a857e74775787f920c96cea7a862501
141464,Gender differences in pre-event health status of young patients with acute myocardial infarction: A VIRGO study analysis,2016,H. Krumholz,"['Study', 'JournalArticle', 'ClinicalTrial']",59,https://www.semanticscholar.org/paper/43257f6f4a857e74775787f920c96cea7a862501
